1RE3-G-C	BLOOD CLOTTING
1RE3-H-F	BLOOD CLOTTING
1N86-I-B	BLOOD CLOTTING
1N86-J-E	BLOOD CLOTTING
1RF1-H-B	BLOOD CLOTTING
1RF1-G-C	BLOOD CLOTTING
1RF1-J-E	BLOOD CLOTTING
1RF1-G-F	BLOOD CLOTTING
1RF1-I-F	BLOOD CLOTTING
1LTJ-H-B	BLOOD CLOTTING
1LTJ-J-E	BLOOD CLOTTING
2Z4E-S-C	BLOOD CLOTTING
2Z4E-T-F	BLOOD CLOTTING
2Q9I-S-C	BLOOD CLOTTING
2Q9I-T-F	BLOOD CLOTTING
2OYH-H-B	BLOOD CLOTTING
2OYH-G-C	BLOOD CLOTTING
2OYH-J-E	BLOOD CLOTTING
2OYH-I-F	BLOOD CLOTTING
3E1I-G-C	BLOOD CLOTTING
3E1I-H-C	BLOOD CLOTTING
3E1I-G-F	BLOOD CLOTTING
3E1I-H-F	BLOOD CLOTTING
3GHG-O-B	BLOOD CLOTTING
3GHG-P-E	BLOOD CLOTTING
3GHG-S-H	BLOOD CLOTTING
3GHG-T-K	BLOOD CLOTTING
1P13-D-A	TRANSFERASE
1P13-C-B	TRANSFERASE
1YDT-I-E	COMPLEX (PHOSPHOTRANSFERASE/INHIBITOR)
1Q8W-B-A	Transferase/Transferase Inhibitor
1RDQ-I-E	TRANSFERASE/TRANSFERASE INHIBITOR
1SVE-B-A	TRANSFERASE
1XH4-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
1CMK-I-E	TRANSFERASE/TRANSFERASE INHIBITOR
1Q61-I-A	Transferase/Transferase Inhibitor
1Q62-I-A	Transferase/Transferase Inhibitor
1Q8U-B-A	Transferase/Transferase Inhibitor
1XH5-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
1ATP-I-E	TRANSFERASE(PHOSPHOTRANSFERASE)
1FMO-I-E	COMPLEX (PHOSPHOTRANSFERASE/INHIBITOR)
1XH9-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
1Q24-I-A	TRANSFERASE/TRANSFERASE inhibitor
1XH7-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
1VEB-B-A	TRANSFERASE
1XHA-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
1CDK-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
1CDK-J-B	TRANSFERASE/TRANSFERASE INHIBITOR
1SMH-B-A	SIGNALING PROTEIN,TRANSFERASE/INHIBITOR
1YDR-I-E	COMPLEX (PHOSPHOTRANSFERASE/INHIBITOR)
1Q8T-B-A	Transferase/Transferase Inhibitor
1XH8-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
1SVG-B-A	TRANSFERASE
1APM-I-E	TRANSFERASE(PHOSPHOTRANSFERASE)
1YDS-I-E	TRANSFERASE/TRANSFERASE INHIBITOR
1XH6-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
2GNJ-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
2CPK-I-E	TRANSFERASE(PHOSPHOTRANSFERASE)
2UW5-I-A	TRANSFERASE/INHIBITOR
2GU8-C-A	SIGNALING PROTEIN,TRANSFERASE/INHIBITOR
2ERZ-I-E	TRANSFERASE
2JDS-I-A	TRANSFERASE
2GNF-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
2F7Z-I-E	TRANSFERASE
2UZU-I-E	TRANSFERASE
2GNG-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
2UZT-B-A	TRANSFERASE
2UW4-I-A	TRANSFERASE
2UW3-I-A	TRANSFERASE/INHIBITOR
2JDV-I-A	TRANSFERASE
2GNL-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
2OJF-I-E	TRANSFERASE
2JDT-I-A	TRANSFERASE
2UVY-I-A	TRANSFERASE/INHIBITOR
2UZW-I-E	TRANSFERASE
2VO3-I-A	TRANSFERASE
2GNH-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
2UZV-2-A	TRANSFERASE
2VO7-I-A	TRANSFERASE
2C1B-I-A	TRANSFERASE/INHIBITOR
2UW6-I-A	TRANSFERASE/INHIBITOR
2VO0-I-A	TRANSFERASE
2GNI-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
2UVZ-I-A	TRANSFERASE/INHIBITOR
2VNW-I-A	TRANSFERASE
2UVX-I-A	TRANSFERASE/INHIBITOR
2UW8-I-A	TRANSFERASE/INHIBITOR
2C1A-I-A	TRANSFERASE/INHIBITOR
2VO6-I-A	TRANSFERASE
2OH0-I-E	TRANSFERASE
2VNY-I-A	TRANSFERASE
2QUR-B-A	SIGNALING PROTEIN, TRANSFERASE
2GFC-I-A	TRANSFERASE
2UW7-I-A	TRANSFERASE/INHIBITOR
2F7X-I-E	TRANSFERASE
2F7E-I-E	TRANSFERASE
2UW0-I-A	TRANSFERASE/INHIBITOR
3DND-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
3KKV-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
3E8C-I-A	TRANSFERASE
3E8C-H-B	TRANSFERASE
3E8C-I-B	TRANSFERASE
3E8C-I-C	TRANSFERASE
3E8C-K-E	TRANSFERASE
3AMB-B-A	TRANSFERASE/TRANSFERASE inhibitor
3AMA-B-A	TRANSFERASE/TRANSFERASE inhibitor
3E8E-G-A	TRANSFERASE
3E8E-C-B	TRANSFERASE
3E8E-C-E	TRANSFERASE
3E8E-F-E	TRANSFERASE
3E8E-J-I	TRANSFERASE
3E8E-N-L	TRANSFERASE
3E8E-Q-P	TRANSFERASE
3OVV-B-A	TRANSFERASE/TRANSFERASE inhibitor
3ZO4-I-A	TRANSFERASE/INHIBITOR
3DNE-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
3VQH-B-A	TRANSFERASE/TRANSFERASE INHIBITOR
3MVJ-I-A	TRANSFERASE
3MVJ-J-A	TRANSFERASE
3MVJ-K-A	TRANSFERASE
3MVJ-J-B	TRANSFERASE
3MVJ-K-B	TRANSFERASE
3MVJ-I-E	TRANSFERASE
3MVJ-J-E	TRANSFERASE
3MVJ-K-E	TRANSFERASE
4WB8-I-A	TRANSFERASE/TRANSFERASE Inhibitor
4UJ9-B-A	TRANSFERASE
4DH3-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
4UJ1-B-A	TRANSFERASE/INHIBITOR
4WB5-I-A	TRANSFERASE/TRANSFERASE inhibitor
4WB6-J-B	TRANSFERASE/TRANSFERASE inhibitor
4WB7-I-A	TRANSFERASE/TRANSFERASE inhibitor
4WB7-J-A	TRANSFERASE/TRANSFERASE inhibitor
4WB7-I-B	TRANSFERASE/TRANSFERASE inhibitor
4WB7-J-B	TRANSFERASE/TRANSFERASE inhibitor
4DH7-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
4UJB-B-A	TRANSFERASE
4IE9-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
4Z84-I-A	TRANSFERASE
4UJ2-B-A	TRANSFERASE/INHIBITOR
4UJA-B-A	TRANSFERASE
4C36-I-A	TRANSFERASE/INHIBITOR
4Z83-I-E	TRANSFERASE
4YXS-I-A	TRANSFERASE/INHIBITOR
4AXA-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
4YXR-I-A	TRANSFERASE
4DH1-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
4DH5-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
4C38-I-A	TRANSFERASE/INHIBITOR
4DH8-I-A	TRANSFERASE/TRANSFERASE INHIBITOR
4C37-I-A	TRANSFERASE/INHIBITOR
5LCT-B-A	TRANSFERASE
5BX6-B-A	TRANSFERASE
5M6Y-B-A	TRANSFERASE
5BX7-B-A	TRANSFERASE
5M71-B-A	TRANSFERASE
5LCP-B-A	TRANSFERASE
5M6V-B-A	TRANSFERASE
5N23-B-A	TRANSFERASE
5M0U-B-A	TRANSFERASE
5LCU-B-A	TRANSFERASE
6FRX-B-A	TRANSFERASE
6QJ7-B-A	TRANSFERASE
7AXV-B-A	TRANSFERASE
8FEC-I-A	SIGNALING PROTEIN
8FEC-I-B	SIGNALING PROTEIN
8FEC-J-B	SIGNALING PROTEIN
8SF8-B-A	CYTOSOLIC PROTEIN
8FE5-I-A	SIGNALING PROTEIN
8FE5-J-A	SIGNALING PROTEIN
8FE5-I-B	SIGNALING PROTEIN
8FE5-J-B	SIGNALING PROTEIN
8FE2-I-A	SIGNALING PROTEIN
9DCD-I-A	TRANSFERASE
9DC6-I-A	TRANSFERASE
1T7D-C-A	HYDROLASE/ANTIBIOTIC
1T7D-D-B	HYDROLASE/ANTIBIOTIC
3IIQ-C-A	HYDROLASE/ANTIBIOTIC/INHIBITOR
3IIQ-D-B	HYDROLASE/ANTIBIOTIC/INHIBITOR
3S04-J-A	HYDROLASE/ANTIBIOTIC
3S04-I-B	HYDROLASE/ANTIBIOTIC
1D4P-A-B	HYDROLASE/HYDROLASE INHIBITOR
1D3P-A-B	HYDROLASE/HYDROLASE INHIBITOR
1DE7-L-H	HYDROLASE/HYDROLASE SUBSTRATE
1D3Q-A-B	HYDROLASE/HYDROLASE INHIBITOR
1D3T-A-B	HYDROLASE/HYDROLASE INHIBITOR
1TMU-L-H	HYDROLASE/HYDROLASE INHIBITOR
1AHT-L-H	HYDROLASE/HYDROLASE INHIBITOR
1D3D-A-B	HYDROLASE/HYDROLASE INHIBITOR
1DWE-L-H	HYDROLASE/HYDROLASE INHIBITOR
1H8D-L-H	HYDROLASE/HYDROLASE INHIBITOR
1GJ4-L-H	HYDROLASE/HYDROLASE INHIBITOR
1AD8-L-H	HYDROLASE/HYDROLASE INHIBITOR
2H9T-L-H	HYDROLASE
2ZDV-L-H	Blood Clotting/Hydrolase Inhibitor
2ZHQ-L-H	Hydrolase/Hydrolase Inhibitor
2ZNK-L-H	Hydrolase/Hydrolase Inhibitor
2ZIQ-L-H	Hydrolase/Hydrolase Inhibitor
2ZF0-L-H	BLOOD CLOTTING/HYDROLASE INHIBITOR
2ZFR-L-H	HYDROLASE/HYDROLASE INHIBITOR
2ZFF-L-H	Blood Clotting/Hydrolase Inhibitor
2ZC9-L-H	BLOOD CLOTTING/HYDROLASE INHIBITOR
2ZFP-L-H	Blood Clotting/Hydrolase Inhibitor
3T5F-L-H	HYDROLASE/HYDROLASE INHIBITOR
3VXF-L-H	HYDROLASE/HYDROLASE INHIBITOR
3RLY-L-H	HYDROLASE/HYDROLASE INHIBITOR
3D49-L-H	Blood Clotting/Hydrolase Inhibitor
3RMM-L-H	HYDROLASE/HYDROLASE INHIBITOR
3RML-L-H	HYDROLASE/HYDROLASE INHIBITOR
3BF6-L-H	HYDROLASE
3UWJ-L-H	HYDROLASE/HYDROLASE INHIBITOR
3RMN-L-H	HYDROLASE/HYDROLASE INHIBITOR
3U9A-L-H	HYDROLASE/HYDROLASE INHIBITOR
3U98-L-H	HYDROLASE/HYDROLASE INHIBITOR
3QTO-L-H	HYDROLASE/HYDROLASE INHIBITOR
3RMO-L-H	HYDROLASE/HYDROLASE INHIBITOR
3SI4-L-H	HYDROLASE/HYDROLASE INHIBITOR
3QX5-L-H	HYDROLASE/HYDROLASE INHIBITOR
3SHA-L-H	HYDROLASE/HYDROLASE INHIBITOR
3QTV-L-H	HYDROLASE/HYDROLASE INHIBITOR
3SV2-L-H	HYDROLASE/HYDROLASE INHIBITOR
3SHC-L-H	HYDROLASE/HYDROLASE INHIBITOR
3GIC-A-B	HYDROLASE
3RLW-L-H	HYDROLASE/HYDROLASE INHIBITOR
3RM0-L-H	HYDROLASE/HYDROLASE INHIBITOR
3SI3-L-H	HYDROLASE/HYDROLASE INHIBITOR
3RM2-L-H	HYDROLASE/HYDROLASE INHIBITOR
3QWC-L-H	HYDROLASE/HYDROLASE INHIBITOR
4UDW-L-H	HYDROLASE
4UD9-L-H	HYDROLASE
4E7R-L-H	HYDROLASE/HYDROLASE INHIBITOR
4E7R-M-G	HYDROLASE/HYDROLASE INHIBITOR
4UE7-L-H	HYDROLASE
4UFE-L-H	HYDROLASE
5LCE-L-H	HYDROLASE
5AFZ-L-H	BLOOD CLOTTING
5AF9-L-H	HYDROLASE
5CMX-L-H	HYDROLASE
5MM6-L-H	BLOOD CLOTTING
5EW2-L-H	protein/dna
5MLS-L-H	HYDROLASE
5AHG-L-H	HYDROLASE
6T4A-L-H	HYDROLASE
6I51-L-H	HYDROLASE
6T52-L-H	HYDROLASE
6YMP-L-H	HYDROLASE
6T54-L-H	HYDROLASE
6T89-L-H	HYDROLASE
6HSX-L-H	HYDROLASE
6PXJ-A-B	HYDROLASE
6T8A-L-H	HYDROLASE
6YN3-L-H	HYDROLASE
6ROT-L-H	HYDROLASE
6Y9H-L-H	HYDROLASE
6Y02-L-H	HYDROLASE
6Z48-L-H	HYDROLASE
6Z48-A-B	HYDROLASE
6Z48-L-D	HYDROLASE
6Z48-A-D	HYDROLASE
6Z48-A-F	HYDROLASE
6T57-L-H	HYDROLASE
6GBW-L-H	HYDROLASE
6FJT-L-H	HYDROLASE
6YQV-L-H	HYDROLASE
6ZGO-L-H	HYDROLASE
6YSX-L-H	HYDROLASE
6T53-L-H	HYDROLASE
6YSJ-L-H	HYDROLASE
6YB6-L-H	HYDROLASE
7AC9-L-H	HYDROLASE
7NTU-A-B	HYDROLASE
7NTU-C-B	HYDROLASE
7NTU-A-D	HYDROLASE
7NTU-C-D	HYDROLASE
8ASE-L-H	HYDROLASE
8ASE-A-B	HYDROLASE
8ASF-L-H	HYDROLASE
8ASF-A-B	HYDROLASE
1D4P-H-B	HYDROLASE/HYDROLASE INHIBITOR
1D3P-H-B	HYDROLASE/HYDROLASE INHIBITOR
1D3Q-H-B	HYDROLASE/HYDROLASE INHIBITOR
1D3T-H-B	HYDROLASE/HYDROLASE INHIBITOR
1D3D-H-B	HYDROLASE/HYDROLASE INHIBITOR
3QTV-I-H	HYDROLASE/HYDROLASE INHIBITOR
4UD9-I-H	HYDROLASE
4UE7-I-H	HYDROLASE
5JZY-I-H	HYDROLASE
5AFY-I-H	BLOOD CLOTTING
6ZGO-I-H	HYDROLASE
1YPH-B-D	HYDROLASE
1YPH-B-F	HYDROLASE
7QIS-A-B	HYDROLASE
7QIS-A-C	HYDROLASE
7QIS-E-F	HYDROLASE
7QIS-E-G	HYDROLASE
7JRX-a-b	HYDROLASE/INHIBITOR
7JRX-a-c	HYDROLASE/INHIBITOR
7QIR-E-F	HYDROLASE
7QIR-E-G	HYDROLASE
1U92-C-A	IMMUNE SYSTEM
1U92-C-B	IMMUNE SYSTEM
1Q81-3-S	RIBOSOME
1Q81-3-T	RIBOSOME
1Q81-3-2	RIBOSOME
1K9M-3-S	RIBOSOME
1K9M-3-T	RIBOSOME
1K9M-3-2	RIBOSOME
1NJI-3-S	RIBOSOME
1NJI-3-T	RIBOSOME
1NJI-3-2	RIBOSOME
1W2B-1-Q	RIBOSOME
1W2B-1-R	RIBOSOME
1W2B-1-S	RIBOSOME
1W2B-1-Z	RIBOSOME
1Q7Y-3-S	RIBOSOME
1Q7Y-3-T	RIBOSOME
1Q7Y-3-2	RIBOSOME
1QVG-1-Q	RIBOSOME
1QVG-1-R	RIBOSOME
1QVG-1-Z	RIBOSOME
1N8R-3-S	Ribosome/Antibiotic
1N8R-3-T	Ribosome/Antibiotic
1N8R-3-2	Ribosome/Antibiotic
1K73-3-S	RIBOSOME
1K73-3-T	RIBOSOME
1K73-3-2	RIBOSOME
1QVF-1-Q	RIBOSOME
1QVF-1-R	RIBOSOME
1QVF-1-Z	RIBOSOME
1Q86-3-S	RIBOSOME
1Q86-3-T	RIBOSOME
1Q86-3-2	RIBOSOME
1Q82-3-S	RIBOSOME
1Q82-3-T	RIBOSOME
1Q82-3-2	RIBOSOME
1M90-3-S	RIBOSOME
1M90-3-T	RIBOSOME
1M90-3-2	RIBOSOME
1KD1-3-S	RIBOSOME
1KD1-3-T	RIBOSOME
1KD1-3-2	RIBOSOME
1K8A-3-S	RIBOSOME
1K8A-3-T	RIBOSOME
1K8A-3-2	RIBOSOME
1KC8-3-S	RIBOSOME
1KC8-3-T	RIBOSOME
1KC8-3-2	RIBOSOME
1KQS-1-Q	RIBOSOME
1KQS-1-R	RIBOSOME
1KQS-1-Z	RIBOSOME
1JJ2-1-Q	RIBOSOME
1JJ2-1-R	RIBOSOME
1JJ2-1-Z	RIBOSOME
1M1K-3-S	RIBOSOME
1M1K-3-T	RIBOSOME
1M1K-3-2	RIBOSOME
3OW2-1-R	RIBOSOME
3OW2-1-Z	RIBOSOME
3CXC-1-Q	RIBOSOME
3CXC-1-R	RIBOSOME
3CXC-1-Z	RIBOSOME
1JAN-I-A	HYDROLASE/HYDROLASE INHIBITOR
1QJJ-B-A	HYDROLASE/HYDROLASE INHIBITOR
1JAP-I-A	COMPLEX (METALLOPROTEASE/INHIBITOR)
1GTJ-3-1	HYDROLASE/HYDROLASE INHIBITOR
1GTJ-4-2	HYDROLASE/HYDROLASE INHIBITOR
5AMB-P-A	HYDROLASE
5AMB-Q-B	HYDROLASE
6M8W-B-A	Hydrolase/Hydrolase inhibitor
1QJ7-A-B	HYDROLASE/HYDROLASE INHIBITOR
1AFE-L-H	HYDROLASE/HYDROLASE INHIBITOR
1AE8-L-H	HYDROLASE/HYDROLASE INHIBITOR
1HGT-L-H	HYDROLASE(SERINE PROTEASE)
1C1V-L-H	HYDROLASE/HYDROLASE INHIBITOR
1HUT-L-H	HYDROLASE/HYDROLASE INHIBITOR/DNA
1FPH-L-H	HYDROLASE/HYDROLASE INHIBITOR
1GJ5-L-H	BLOOD CLOTTING,HYDROLASE/INHIBITOR
1NO9-L-H	HYDROLASE/HYDROLASE INHIBITOR
1HAI-L-H	HYDROLASE/hydrolase inhibitor
1C1U-L-H	BLOOD CLOTTING/HYDROLASE INHIBITOR
1NY2-1-2	HYDROLASE/HYDROLASE INHIBITOR
1C5L-L-H	BLOOD CLOTTING/HYDROLASE INHIBITOR
1C1W-L-H	HYDROLASE/HYDROLASE INHIBITOR
1GHW-L-H	HYDROLASE/HYDROLASE INHIBITOR
1GHY-L-H	HYDROLASE/HYDROLASE INHIBITOR
1HAH-L-H	COMPLEX(SERINE PROTEINASE/INHIBITOR)
1GHX-L-H	HYDROLASE/HYDROLASE INHIBITOR
1UMA-L-H	HYDROLASE/HYDROLASE INHIBITOR
1OOK-A-B	HYDROLASE
1E0F-A-D	HYDROLASE
1E0F-B-E	HYDROLASE
1E0F-B-F	HYDROLASE
1GHV-L-H	HYDROLASE/HYDROLASE INHIBITOR
1AWH-A-B	COMPLEX (PROTEASE/INHIBITOR)
1AWH-C-D	COMPLEX (PROTEASE/INHIBITOR)
1A2C-L-H	Hydrolase/Hydrolase Inhibitor
1DX5-D-K	HYDROLASE/HYDROLASE INHIBITOR
1DX5-A-M	HYDROLASE/HYDROLASE INHIBITOR
1DX5-B-M	HYDROLASE/HYDROLASE INHIBITOR
1DX5-B-N	HYDROLASE/HYDROLASE INHIBITOR
1DX5-C-N	HYDROLASE/HYDROLASE INHIBITOR
1DX5-D-N	HYDROLASE/HYDROLASE INHIBITOR
1DX5-A-O	HYDROLASE/HYDROLASE INHIBITOR
1DX5-C-O	HYDROLASE/HYDROLASE INHIBITOR
1DX5-D-P	HYDROLASE/HYDROLASE INHIBITOR
1PPB-L-H	HYDROLASE/hydrolase inhibitor
1C5O-L-H	BLOOD CLOTTING/HYDROLASE INHIBITOR
1C5N-L-H	HYDROLASE/HYDROLASE INHIBITOR
1QHR-A-B	BLOOD CLOTTING/HYDROLASE INHIBITOR
1QJ6-A-B	HYDROLASE/HYDROLASE INHIBITOR
1O2G-L-H	BLOOD CLOTTING,HYDROLASE/INHIBITOR
1QJ1-A-B	HYDROLASE/HYDROLASE INHIBITOR
1C4V-1-2	HYDROLASE/HYDROLASE INHIBITOR
3PMH-A-B	blood cloting, hydrolase/inhibitor
3HAT-L-H	HYDROLASE/HYDROLASE INHIBITOR
4THN-L-H	HYDROLASE/HYDROLASE INHIBITOR
5NHU-L-H	HYDROLASE
5NHU-L-A	HYDROLASE
5NHU-L-C	HYDROLASE
5GDS-L-H	HYDROLASE/HYDROLASE INHIBITOR
6TKL-L-H	BLOOD CLOTTING
6TKG-L-H	BLOOD CLOTTING
6TKH-L-H	BLOOD CLOTTING
1QJ7-I-B	HYDROLASE/HYDROLASE INHIBITOR
1AFE-I-H	HYDROLASE/HYDROLASE INHIBITOR
1YPL-I-H	BLOOD CLOTTING/hydrolase inhibitor
1BCU-I-H	HYDROLASE/HYDROLASE INHIBITOR
1H8I-I-H	HYDROLASE/HYDROLASE INHIBITOR
1AE8-I-H	HYDROLASE/HYDROLASE INHIBITOR
1HGT-I-H	HYDROLASE(SERINE PROTEASE)
1FPC-I-H	HYDROLASE/HYDROLASE INHIBITOR
1HAG-I-E	HYDROLASE/HYDROLASE INHIBITOR
1A46-I-H	HYDROLASE/HYDROLASE INHIBITOR
